G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
30	"Thu, Mar 10, 2011"	CTOURN	@	Nevada-Las Vegas	MWC	L	53	69		15	15	L 2	Thomas & Mack Center	nevada-las-vegas	air-force	2011
31	"Tue, Mar 15, 2011"	CIT		North Dakota	GWC	W	77	67		16	15	W 1	Clune Arena 	north-dakota	air-force	2011
32	"Fri, Mar 18, 2011"	CIT	@	Santa Clara	WCC	L	75	88		16	16	L 1	Leavey Center	santa-clara	air-force	2011
1	"Fri, Nov 12, 2010"	REG		Millikin		W	89	41		1	0	W 1	James A. Rhodes Arena	NA	akron	2011
2	"Tue, Nov 16, 2010"	REG	@	Dayton	A-10	L	68	76		1	1	L 1	University of Dayton Arena	dayton	akron	2011
3	"Sat, Nov 20, 2010"	REG		Youngstown State	Horizon	W	91	84	OT	2	1	W 1	James A. Rhodes Arena	youngstown-state	akron	2011
4	"Wed, Nov 24, 2010"	REG		Cleveland State	Horizon	L	51	64		2	2	L 1	James A. Rhodes Arena	cleveland-state	akron	2011
5	"Wed, Dec 1, 2010"	REG	@	Detroit Mercy	Horizon	W	77	69		3	2	W 1	Calihan Hall	detroit-mercy	akron	2011
6	"Sat, Dec 4, 2010"	REG	@	Illinois-Chicago	Horizon	W	54	52		4	2	W 2	UIC Pavilion	illinois-chicago	akron	2011
7	"Sun, Dec 12, 2010"	REG	@	Temple	A-10	L	47	82		4	3	L 1	Liacouras Center	temple	akron	2011
8	"Wed, Dec 15, 2010"	REG	@	MinnesotaÂ (21)	Big Ten	L	58	66		4	4	L 2	Williams Arena	minnesota	akron	2011
9	"Sat, Dec 18, 2010"	REG		Bethune-Cookman	MEAC	W	77	66	OT	5	4	W 1	James A. Rhodes Arena	bethune-cookman	akron	2011
10	"Tue, Dec 21, 2010"	REG	N	Arkansas-Little Rock	Sun Belt	W	75	61		6	4	W 2	South Point Arena	arkansas-little-rock	akron	2011
11	"Wed, Dec 22, 2010"	REG	N	Stetson	A-Sun	W	72	56		7	4	W 3		stetson	akron	2011
12	"Thu, Dec 23, 2010"	REG	N	Miami (FL)	ACC	L	61	69		7	5	L 1		miami-fl	akron	2011
13	"Wed, Dec 29, 2010"	REG		Arkansas-Pine Bluff	SWAC	W	87	60		8	5	W 1	James A. Rhodes Arena	arkansas-pine-bluff	akron	2011
14	"Mon, Jan 3, 2011"	REG		Oral Roberts	Summit	W	84	80		9	5	W 2	James A. Rhodes Arena	oral-roberts	akron	2011
15	"Sat, Jan 8, 2011"	REG		Kent State	MAC	W	65	62		10	5	W 3	James A. Rhodes Arena	kent-state	akron	2011
16	"Wed, Jan 12, 2011"	REG		Ohio	MAC	L	70	79		10	6	L 1	James A. Rhodes Arena	ohio	akron	2011
17	"Sun, Jan 16, 2011"	REG	@	Buffalo	MAC	L	70	73		10	7	L 2	Alumni Arena	buffalo	akron	2011
18	"Wed, Jan 19, 2011"	REG	@	Miami (OH)	MAC	L	76	84		10	8	L 3	Millett Hall	miami-oh	akron	2011
19	"Sat, Jan 22, 2011"	REG		Bowling Green State	MAC	W	63	58		11	8	W 1	James A. Rhodes Arena	bowling-green-state	akron	2011
20	"Wed, Jan 26, 2011"	REG	@	Northern Illinois	MAC	L	74	83		11	9	L 1	Convocation Center	northern-illinois	akron	2011
21	"Sun, Jan 30, 2011"	REG		Central Michigan	MAC	W	63	43		12	9	W 1	James A. Rhodes Arena	central-michigan	akron	2011
22	"Wed, Feb 2, 2011"	REG	@	Eastern Michigan	MAC	L	56	60		12	10	L 1	Convocation Center	eastern-michigan	akron	2011
23	"Sat, Feb 5, 2011"	REG	@	Toledo	MAC	W	59	41		13	10	W 1	John F. Savage Hall	toledo	akron	2011
24	"Wed, Feb 9, 2011"	REG		Western Michigan	MAC	W	83	71		14	10	W 2	James A. Rhodes Arena	western-michigan	akron	2011
25	"Sat, Feb 12, 2011"	REG		Ball State	MAC	W	75	60		15	10	W 3	James A. Rhodes Arena	ball-state	akron	2011
26	"Tue, Feb 15, 2011"	REG	@	Bowling Green State	MAC	W	89	54		16	10	W 4	Anderson Arena	bowling-green-state	akron	2011
27	"Sat, Feb 19, 2011"	REG		Creighton	MVC	W	76	67		17	10	W 5	James A. Rhodes Arena	creighton	akron	2011
28	"Wed, Feb 23, 2011"	REG		Miami (OH)	MAC	W	72	55		18	10	W 6	James A. Rhodes Arena	miami-oh	akron	2011
29	"Sat, Feb 26, 2011"	REG		Buffalo	MAC	W	69	60		19	10	W 7	James A. Rhodes Arena	buffalo	akron	2011
30	"Tue, Mar 1, 2011"	REG	@	Ohio	MAC	L	55	80		19	11	L 1	Convocation Center	ohio	akron	2011
31	"Fri, Mar 4, 2011"	REG	@	Kent State	MAC	L	68	79		19	12	L 2	Memorial Athletic & Convocation Center	kent-state	akron	2011
32	"Tue, Mar 8, 2011"	CTOURN		Eastern Michigan	MAC	W	67	53		20	12	W 1	James A. Rhodes Arena	eastern-michigan	akron	2011
33	"Thu, Mar 10, 2011"	CTOURN	N	Miami (OH)	MAC	W	82	75	2OT	21	12	W 2	Quicken Loans Arena	miami-oh	akron	2011
34	"Fri, Mar 11, 2011"	CTOURN	@	Western Michigan	MAC	W	79	68		22	12	W 3	Quicken Loans Arena	western-michigan	akron	2011
35	"Sat, Mar 12, 2011"	CTOURN	N	Kent State	MAC	W	66	65	OT	23	12	W 4	Quicken Loans Arena	kent-state	akron	2011
36	"Fri, Mar 18, 2011"	NCAA	N	Notre DameÂ (5)	Big East	L	56	69		23	13	L 1	United Center	notre-dame	akron	2011
1	"Fri, Nov 12, 2010"	REG		Florida A&M	MEAC	W	76	37		1	0	W 1	Coleman Coliseum 	florida-am	alabama	2011
2	"Mon, Nov 15, 2010"	REG		Troy	Sun Belt	W	79	60		2	0	W 2	Coleman Coliseum 	troy	alabama	2011
3	"Fri, Nov 19, 2010"	REG	N	Seton Hall	Big East	L	78	83		2	1	L 1		seton-hall	alabama	2011
4	"Sat, Nov 20, 2010"	REG	N	Iowa	Big Ten	L	47	55		2	2	L 2		iowa	alabama	2011
5	"Mon, Nov 22, 2010"	REG	N	Saint Peter's	MAAC	L	49	50		2	3	L 3	Virgin Islands Sport & Fitness Center 	saint-peters	alabama	2011
6	"Sat, Nov 27, 2010"	REG		Alabama A&M	SWAC	W	76	50		3	3	W 1	Coleman Coliseum 	alabama-am	alabama	2011
7	"Wed, Dec 1, 2010"	REG		South Alabama	Sun Belt	W	72	50		4	3	W 2	Coleman Coliseum 	south-alabama	alabama	2011
8	"Sat, Dec 4, 2010"	REG	@	PurdueÂ (22)	Big Ten	L	47	66		4	4	L 1	Mackey Arena	purdue	alabama	2011
9	"Sat, Dec 11, 2010"	REG	@	Providence	Big East	L	70	82		4	5	L 2	Dunkin' Donuts Center	providence	alabama	2011
10	"Wed, Dec 15, 2010"	REG		Southeastern Louisiana	Southland	W	59	38		5	5	W 1	Coleman Coliseum 	southeastern-louisiana	alabama	2011
11	"Sat, Dec 18, 2010"	REG	N	Oklahoma State	Big 12	L	60	68		5	6	L 1		oklahoma-state	alabama	2011
12	"Tue, Dec 21, 2010"	REG		Lipscomb	A-Sun	W	71	51		6	6	W 1	Coleman Coliseum 	lipscomb	alabama	2011
13	"Tue, Dec 28, 2010"	REG		Pepperdine	WCC	W	83	60		7	6	W 2	Coleman Coliseum 	pepperdine	alabama	2011
14	"Mon, Jan 3, 2011"	REG		Toledo	MAC	W	83	41		8	6	W 3	Coleman Coliseum 	toledo	alabama	2011
15	"Sat, Jan 8, 2011"	REG	@	Mississippi State	SEC	W	75	57		9	6	W 4	Humphrey Coliseum	mississippi-state	alabama	2011
16	"Wed, Jan 12, 2011"	REG		South Carolina	SEC	W	57	47		10	6	W 5	Coleman Coliseum 	south-carolina	alabama	2011
17	"Sat, Jan 15, 2011"	REG	@	Arkansas	SEC	L	65	70		10	7	L 1	Bud Walton Arena	arkansas	alabama	2011
18	"Tue, Jan 18, 2011"	REG		KentuckyÂ (12)	SEC	W	68	66		11	7	W 1	Coleman Coliseum 	kentucky	alabama	2011
19	"Sat, Jan 22, 2011"	REG	@	Auburn	SEC	W	68	58		12	7	W 2	Auburn Arena	auburn	alabama	2011
20	"Sat, Jan 29, 2011"	REG		Louisiana State	SEC	W	70	46		13	7	W 3	Coleman Coliseum 	louisiana-state	alabama	2011
21	"Wed, Feb 2, 2011"	REG		Mississippi State	SEC	W	75	61		14	7	W 4	Coleman Coliseum 	mississippi-state	alabama	2011
22	"Sat, Feb 5, 2011"	REG	@	Tennessee	SEC	W	65	60	OT	15	7	W 5	Thompson-Boling Arena	tennessee	alabama	2011
23	"Thu, Feb 10, 2011"	REG	@	VanderbiltÂ (23)	SEC	L	77	81		15	8	L 1	Memorial Gymnasium	vanderbilt	alabama	2011
24	"Sat, Feb 12, 2011"	REG		Mississippi	SEC	W	74	64		16	8	W 1	Coleman Coliseum 	mississippi	alabama	2011
25	"Thu, Feb 17, 2011"	REG	@	Louisiana State	SEC	W	67	56		17	8	W 2	Maravich Assembly Center	louisiana-state	alabama	2011
26	"Sat, Feb 19, 2011"	REG		Arkansas	SEC	W	69	56		18	8	W 3	Coleman Coliseum 	arkansas	alabama	2011
27	"Wed, Feb 23, 2011"	REG		Auburn	SEC	W	51	49		19	8	W 4	Coleman Coliseum 	auburn	alabama	2011
28	"Sat, Feb 26, 2011"	REG	@	Mississippi	SEC	L	63	68		19	9	L 1	C.M. Tad Smith Coliseum	mississippi	alabama	2011
29	"Tue, Mar 1, 2011"	REG	@	FloridaÂ (14)	SEC	L	51	78		19	10	L 2	Stephen C. O'Connell Center	florida	alabama	2011
30	"Sat, Mar 5, 2011"	REG		Georgia	SEC	W	65	57		20	10	W 1	Coleman Coliseum 	georgia	alabama	2011
31	"Fri, Mar 11, 2011"	CTOURN	N	Georgia	SEC	W	65	59	OT	21	10	W 2		georgia	alabama	2011
32	"Sat, Mar 12, 2011"	CTOURN	N	KentuckyÂ (15)	SEC	L	58	72		21	11	L 1	Georgia Dome	kentucky	alabama	2011
33	"Tue, Mar 15, 2011"	NIT		Coastal Carolina	Big South	W	68	44		22	11	W 1	Coleman Coliseum 	coastal-carolina	alabama	2011
34	"Mon, Mar 21, 2011"	NIT		New Mexico	MWC	W	74	67		23	11	W 2	Coleman Coliseum 	new-mexico	alabama	2011
35	"Wed, Mar 23, 2011"	NIT		Miami (FL)	ACC	W	79	64		24	11	W 3	Coleman Coliseum 	miami-fl	alabama	2011
36	"Tue, Mar 29, 2011"	NIT	N	Colorado	Big 12	W	62	61		25	11	W 4	Madison Square Garden (IV)	colorado	alabama	2011
37	"Thu, Mar 31, 2011"	NIT	N	Wichita State	MVC	L	57	66		25	12	L 1	Madison Square Garden (IV)	wichita-state	alabama	2011
1	"Sat, Nov 13, 2010"	REG		Talladega		W	93	77		1	0	W 1	Elmore Health Science Building 	NA	alabama-am	2011
2	"Mon, Nov 15, 2010"	REG	@	Western Kentucky	Sun Belt	L	61	83		1	1	L 1	E.A. Diddle Arena	western-kentucky	alabama-am	2011
3	"Sat, Nov 20, 2010"	REG		Tuskegee		W	70	67		2	1	W 1	Elmore Health Science Building 	NA	alabama-am	2011
4	"Sat, Nov 27, 2010"	REG	@	Alabama	SEC	L	50	76		2	2	L 1	Coleman Coliseum 	alabama	alabama-am	2011
5	"Sat, Dec 4, 2010"	REG		Martin Methodist		W	75	70		3	2	W 1	Elmore Health Science Building 	NA	alabama-am	2011
6	"Tue, Dec 7, 2010"	REG		Tennessee State	OVC	L	68	74		3	3	L 1	Elmore Health Science Building 	tennessee-state	alabama-am	2011
7	"Mon, Dec 13, 2010"	REG	@	Wichita State	MVC	L	49	71		3	4	L 2	Charles Koch Arena	wichita-state	alabama-am	2011
8	"Sun, Dec 19, 2010"	REG	@	Alabama-Birmingham	CUSA	L	40	58		3	5	L 3	Bartow Arena	alabama-birmingham	alabama-am	2011
9	"Tue, Dec 28, 2010"	REG	@	North Carolina State	ACC	L	51	82		3	6	L 4	RBC Center	north-carolina-state	alabama-am	2011
10	"Tue, Jan 4, 2011"	REG		Grambling	SWAC	W	70	63		4	6	W 1	Elmore Health Science Building 	grambling	alabama-am	2011
11	"Thu, Jan 6, 2011"	REG		Jackson State	SWAC	L	55	57		4	7	L 1	Elmore Health Science Building 	jackson-state	alabama-am	2011
12	"Sat, Jan 8, 2011"	REG	@	Mississippi Valley State	SWAC	W	72	60		5	7	W 1	Harrison HPER Complex	mississippi-valley-state	alabama-am	2011
13	"Mon, Jan 10, 2011"	REG	@	Arkansas-Pine Bluff	SWAC	L	53	61		5	8	L 1	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-am	2011
14	"Sat, Jan 15, 2011"	REG		Alabama State	SWAC	W	75	60		6	8	W 1	Elmore Health Science Building 	alabama-state	alabama-am	2011
15	"Sat, Jan 22, 2011"	REG		Alcorn State	SWAC	W	64	55		7	8	W 2	Elmore Health Science Building 	alcorn-state	alabama-am	2011
16	"Mon, Jan 24, 2011"	REG		Southern	SWAC	W	68	58		8	8	W 3	Elmore Health Science Building 	southern	alabama-am	2011
17	"Sat, Jan 29, 2011"	REG	@	Texas Southern	SWAC	L	61	65		8	9	L 1	Health & Physical Education Arena	texas-southern	alabama-am	2011
18	"Mon, Jan 31, 2011"	REG	@	Prairie View	SWAC	W	62	53		9	9	W 1	William J. Nicks Building	prairie-view	alabama-am	2011
19	"Sat, Feb 5, 2011"	REG		Mississippi Valley State	SWAC	L	60	63		9	10	L 1	Elmore Health Science Building 	mississippi-valley-state	alabama-am	2011
20	"Mon, Feb 7, 2011"	REG		Arkansas-Pine Bluff	SWAC	W	74	52		10	10	W 1	Elmore Health Science Building 	arkansas-pine-bluff	alabama-am	2011
21	"Sat, Feb 12, 2011"	REG	@	Alabama State	SWAC	L	68	82		10	11	L 1	ASU Acadome	alabama-state	alabama-am	2011
22	"Sat, Feb 19, 2011"	REG	@	Alcorn State	SWAC	W	70	68		11	11	W 1	Davey L. Whitney Complex	alcorn-state	alabama-am	2011
23	"Mon, Feb 21, 2011"	REG	@	Southern	SWAC	W	64	45		12	11	W 2	F. G. Clark Activity Center	southern	alabama-am	2011
24	"Sat, Feb 26, 2011"	REG		Texas Southern	SWAC	L	78	83	OT	12	12	L 1	Elmore Health Science Building 	texas-southern	alabama-am	2011
25	"Mon, Feb 28, 2011"	REG		Prairie View	SWAC	W	63	58		13	12	W 1	Elmore Health Science Building 	prairie-view	alabama-am	2011
26	"Thu, Mar 3, 2011"	REG	@	Grambling	SWAC	L	69	76		13	13	L 1	HPER Complex	grambling	alabama-am	2011
27	"Sat, Mar 5, 2011"	REG	@	Jackson State	SWAC	L	64	72		13	14	L 2	Lee E. Williams Athletics and Assembly Center	jackson-state	alabama-am	2011
28	"Thu, Mar 10, 2011"	CTOURN	N	Alabama State	SWAC	L	61	81		13	15	L 3		alabama-state	alabama-am	2011
1	"Sat, Nov 13, 2010"	REG		Southeast Missouri State	OVC	W	78	56		1	0	W 1	Bartow Arena	southeast-missouri-state	alabama-birmingham	2011
2	"Wed, Nov 17, 2010"	REG	@	Middle Tennessee	Sun Belt	W	76	71		2	0	W 2	Murphy Athletic Center	middle-tennessee	alabama-birmingham	2011
3	"Sat, Nov 20, 2010"	REG	@	Arizona State	Pac-10	L	66	69		2	1	L 1	Wells Fargo Arena	arizona-state	alabama-birmingham	2011
4	"Tue, Nov 23, 2010"	REG		South Alabama	Sun Belt	W	82	58		3	1	W 1	Bartow Arena	south-alabama	alabama-birmingham	2011
5	"Fri, Nov 26, 2010"	REG	N	Arkansas	SEC	W	70	65	OT	4	1	W 2	Alltel Arena	arkansas	alabama-birmingham	2011
6	"Mon, Nov 29, 2010"	REG	@	Troy	Sun Belt	W	78	57		5	1	W 3	Trojan Arena	troy	alabama-birmingham	2011
7	"Wed, Dec 1, 2010"	REG		Jacksonville State	OVC	W	59	53		6	1	W 4	Bartow Arena	jacksonville-state	alabama-birmingham	2011
8	"Fri, Dec 3, 2010"	REG	@	Georgia	SEC	L	64	66		6	2	L 1	Stegeman Coliseum	georgia	alabama-birmingham	2011
9	"Sun, Dec 5, 2010"	REG		Kent State	MAC	W	75	59		7	2	W 1	Bartow Arena	kent-state	alabama-birmingham	2011
10	"Sun, Dec 19, 2010"	REG		Alabama A&M	SWAC	W	58	40		8	2	W 2	Bartow Arena	alabama-am	alabama-birmingham	2011
11	"Tue, Dec 21, 2010"	REG		Virginia Commonwealth	CAA	W	68	65		9	2	W 3	Bartow Arena	virginia-commonwealth	alabama-birmingham	2011
12	"Mon, Dec 27, 2010"	REG		George Washington	A-10	W	79	44		10	2	W 4	Bartow Arena	george-washington	alabama-birmingham	2011
13	"Wed, Jan 5, 2011"	REG	@	DukeÂ (1)	ACC	L	64	85		10	3	L 1	Cameron Indoor Stadium	duke	alabama-birmingham	2011
14	"Sat, Jan 8, 2011"	REG		Texas-El Paso	CUSA	W	100	97	3OT	11	3	W 1	Bartow Arena	texas-el-paso	alabama-birmingham	2011
15	"Sat, Jan 15, 2011"	REG	@	Tulsa	CUSA	L	62	78		11	4	L 1	Donald W. Reynolds Center	tulsa	alabama-birmingham	2011
16	"Mon, Jan 17, 2011"	REG	@	East Carolina	CUSA	W	66	59		12	4	W 1	Williams Arena at Minges Coliseum	east-carolina	alabama-birmingham	2011
17	"Wed, Jan 19, 2011"	REG		Southern Methodist	CUSA	W	67	53		13	4	W 2	Bartow Arena	southern-methodist	alabama-birmingham	2011
18	"Sat, Jan 22, 2011"	REG		Memphis	CUSA	L	73	76	OT	13	5	L 1	Bartow Arena	memphis	alabama-birmingham	2011
19	"Wed, Jan 26, 2011"	REG		Marshall	CUSA	W	60	56		14	5	W 1	Bartow Arena	marshall	alabama-birmingham	2011
20	"Sat, Jan 29, 2011"	REG	@	Central Florida	CUSA	W	74	69		15	5	W 2	New UCF Arena	central-florida	alabama-birmingham	2011
21	"Wed, Feb 2, 2011"	REG		Southern Mississippi	CUSA	L	71	75		15	6	L 1	Bartow Arena	southern-mississippi	alabama-birmingham	2011
22	"Sat, Feb 5, 2011"	REG	@	Tulane	CUSA	W	47	39		16	6	W 1	Avron B. Fogelman Arena	tulane	alabama-birmingham	2011
23	"Wed, Feb 9, 2011"	REG	@	Marshall	CUSA	W	64	48		17	6	W 2	Henderson Center	marshall	alabama-birmingham	2011
24	"Sat, Feb 12, 2011"	REG		Rice	CUSA	W	74	68		18	6	W 3	Bartow Arena	rice	alabama-birmingham	2011
25	"Wed, Feb 16, 2011"	REG	@	Memphis	CUSA	L	58	62		18	7	L 1	FedExForum	memphis	alabama-birmingham	2011
26	"Sat, Feb 19, 2011"	REG		Central Florida	CUSA	W	63	58		19	7	W 1	Bartow Arena	central-florida	alabama-birmingham	2011
27	"Sat, Feb 26, 2011"	REG	@	Houston	CUSA	W	68	55		20	7	W 2	Hofheinz Pavilion	houston	alabama-birmingham	2011
28	"Wed, Mar 2, 2011"	REG	@	Southern Mississippi	CUSA	W	67	66		21	7	W 3	Reed Green Coliseum	southern-mississippi	alabama-birmingham	2011
29	"Sat, Mar 5, 2011"	REG		East Carolina	CUSA	W	66	48		22	7	W 4	Bartow Arena	east-carolina	alabama-birmingham	2011
30	"Thu, Mar 10, 2011"	CTOURN	N	East Carolina	CUSA	L	70	75	OT	22	8	L 1	Don Haskins Center	east-carolina	alabama-birmingham	2011
31	"Tue, Mar 15, 2011"	NCAA	N	Clemson	ACC	L	52	70		22	9	L 2	University of Dayton Arena	clemson	alabama-birmingham	2011
1	"Fri, Nov 12, 2010"	REG	@	Creighton	MVC	L	57	71		0	1	L 1	Qwest Center OMAHA	creighton	alabama-state	2011
2	"Sun, Nov 14, 2010"	REG	@	Iowa State	Big 12	L	47	74		0	2	L 2	James H. Hilton Coliseum 	iowa-state	alabama-state	2011
3	"Tue, Nov 16, 2010"	REG	@	Northern Arizona	Big Sky	L	46	74		0	3	L 3	Tim's Toyota Center	northern-arizona	alabama-state	2011
4	"Sat, Nov 20, 2010"	REG		Kennesaw State	A-Sun	W	74	59		1	3	W 1	ASU Acadome	kennesaw-state	alabama-state	2011
5	"Mon, Nov 22, 2010"	REG	@	Loyola (IL)	Horizon	L	46	74		1	4	L 1	Joseph J. Gentile Center	loyola-il	alabama-state	2011
6	"Sat, Nov 27, 2010"	REG	@	Central Florida	CUSA	L	48	84		1	5	L 2	New UCF Arena	central-florida	alabama-state	2011
7	"Tue, Nov 30, 2010"	REG	@	Tulane	CUSA	L	69	84		1	6	L 3	Avron B. Fogelman Arena	tulane	alabama-state	2011
8	"Sat, Dec 11, 2010"	REG	@	Arkansas State	Sun Belt	L	53	77		1	7	L 4	Convocation Center	arkansas-state	alabama-state	2011
9	"Tue, Dec 14, 2010"	REG	@	Mississippi State	SEC	L	46	67		1	8	L 5	Humphrey Coliseum	mississippi-state	alabama-state	2011
10	"Thu, Dec 16, 2010"	REG		Oakwood		W	54	49		2	8	W 1	ASU Acadome	NA	alabama-state	2011
11	"Mon, Dec 20, 2010"	REG		Belmont	A-Sun	L	53	66		2	9	L 1	ASU Acadome	belmont	alabama-state	2011
12	"Wed, Dec 22, 2010"	REG	@	Southern Methodist	CUSA	L	38	49		2	10	L 2	Moody Coliseum	southern-methodist	alabama-state	2011
13	"Thu, Dec 30, 2010"	REG		Albany State (GA)		W	61	53		3	10	W 1	ASU Acadome	NA	alabama-state	2011
14	"Tue, Jan 4, 2011"	REG		Jackson State	SWAC	L	52	58	OT	3	11	L 1	ASU Acadome	jackson-state	alabama-state	2011
15	"Thu, Jan 6, 2011"	REG		Grambling	SWAC	W	50	47		4	11	W 1	ASU Acadome	grambling	alabama-state	2011
16	"Sat, Jan 8, 2011"	REG	@	Arkansas-Pine Bluff	SWAC	W	68	62	OT	5	11	W 2	K.L. Johnson HPER Complex	arkansas-pine-bluff	alabama-state	2011
17	"Mon, Jan 10, 2011"	REG	@	Mississippi Valley State	SWAC	L	70	74		5	12	L 1	Harrison HPER Complex	mississippi-valley-state	alabama-state	2011
18	"Sat, Jan 15, 2011"	REG	@	Alabama A&M	SWAC	L	60	75		5	13	L 2	Elmore Health Science Building 	alabama-am	alabama-state	2011
19	"Sat, Jan 22, 2011"	REG		Southern	SWAC	L	52	64		5	14	L 3	ASU Acadome	southern	alabama-state	2011
20	"Mon, Jan 24, 2011"	REG		Alcorn State	SWAC	W	81	68		6	14	W 1	ASU Acadome	alcorn-state	alabama-state	2011
21	"Sat, Jan 29, 2011"	REG	@	Prairie View	SWAC	L	61	69		6	15	L 1	William J. Nicks Building	prairie-view	alabama-state	2011
22	"Mon, Jan 31, 2011"	REG	@	Texas Southern	SWAC	L	59	73		6	16	L 2	Health & Physical Education Arena	texas-southern	alabama-state	2011
23	"Sat, Feb 5, 2011"	REG		Arkansas-Pine Bluff	SWAC	W	60	48		7	16	W 1	ASU Acadome	arkansas-pine-bluff	alabama-state	2011
24	"Mon, Feb 7, 2011"	REG		Mississippi Valley State	SWAC	W	90	63		8	16	W 2	ASU Acadome	mississippi-valley-state	alabama-state	2011
25	"Sat, Feb 12, 2011"	REG		Alabama A&M	SWAC	W	82	68		9	16	W 3	ASU Acadome	alabama-am	alabama-state	2011
26	"Sat, Feb 19, 2011"	REG	@	Southern	SWAC	W	63	50		10	16	W 4	F. G. Clark Activity Center	southern	alabama-state	2011
27	"Mon, Feb 21, 2011"	REG	@	Alcorn State	SWAC	W	62	53		11	16	W 5	Davey L. Whitney Complex	alcorn-state	alabama-state	2011
28	"Sat, Feb 26, 2011"	REG		Prairie View	SWAC	W	68	61		12	16	W 6	ASU Acadome	prairie-view	alabama-state	2011
